Date of Occurrence,Time of Occurrence,City,Crime Description,Victim Age,Victim Gender,Crime Domain
2020-09-11,03:41,Lucknow,ASSAULT,56,F,Violent Crime
2020-09-11,23:04,Bangalore,BURGLARY,29,F,Other Crime
2020-09-11,08:50,Hyderabad,BURGLARY,62,F,Other Crime
2020-09-11,09:24,Meerut,DOMESTIC VIOLENCE,58,F,Violent Crime
2020-09-11,12:58,Srinagar,VEHICLE - STOLEN,70,F,Violent Crime
2020-09-11,15:44,Delhi,VEHICLE - STOLEN,43,M,Violent Crime
2020-10-11,22:08,Nagpur,VEHICLE - STOLEN,34,F,Violent Crime
2020-10-11,14:23,Delhi,DRUG OFFENSE,77,M,Other Crime
2020-10-11,23:16,Bangalore,VEHICLE - STOLEN,59,M,Violent Crime
2020-10-11,01:02,Chennai,CYBERCRIME,48,F,Other Crime
2020-10-11,04:10,Bangalore,BURGLARY,25,M,Other Crime
2020-10-11,07:02,Hyderabad,SEXUAL ASSAULT,56,M,Violent Crime
2020-10-11,03:02,Bhopal,ROBBERY,12,M,Violent Crime
2020-10-11,09:59,Kolkata,ASSAULT,74,M,Violent Crime
2020-10-11,03:48,Mumbai,SEXUAL ASSAULT,51,F,Violent Crime
2020-10-11,10:51,Hyderabad,CYBERCRIME,10,M,Other Crime
2020-10-11,08:24,Delhi,ROBBERY,50,M,Violent Crime
2020-10-11,01:47,Kolkata,KIDNAPPING,50,M,Other Crime
2020-10-11,05:13,Delhi,VEHICLE - STOLEN,35,F,Violent Crime
2020-11-11,19:13,Mumbai,CYBERCRIME,44,F,Other Crime
2020-11-11,07:44,Kolkata,CYBERCRIME,58,F,Other Crime
2020-11-11,02:23,Delhi,HOMICIDE,30,F,Other Crime
2020-11-11,06:49,Nashik,ASSAULT,12,F,Violent Crime
2020-11-11,09:29,Nagpur,ROBBERY,48,F,Violent Crime
2020-11-11,12:21,Hyderabad,DOMESTIC VIOLENCE,48,M,Violent Crime
2020-11-11,03:57,Hyderabad,ROBBERY,19,F,Violent Crime
2020-11-11,16:10,Ahmedabad,DOMESTIC VIOLENCE,56,F,Violent Crime
2020-11-11,08:36,Jaipur,ROBBERY,12,F,Violent Crime
2020-11-11,03:39,Delhi,VEHICLE - STOLEN,13,M,Violent Crime
2020-11-11,19:21,Bangalore,ASSAULT,23,M,Violent Crime
2020-11-11,10:12,Hyderabad,ASSAULT,18,F,Violent Crime
2020-11-11,03:53,Mumbai,DOMESTIC VIOLENCE,26,M,Violent Crime
2020-12-11,03:27,Bangalore,CYBERCRIME,73,F,Other Crime
2020-12-11,21:48,Kolkata,VEHICLE - STOLEN,43,F,Violent Crime
2020-12-11,18:14,Jaipur,KIDNAPPING,67,F,Other Crime
2020-12-11,03:19,Kolkata,SEXUAL ASSAULT,72,F,Violent Crime
2020-12-11,03:47,Lucknow,ASSAULT,19,F,Violent Crime
2020-12-11,17:21,Meerut,KIDNAPPING,58,M,Other Crime
2020-12-11,16:28,Delhi,BURGLARY,46,F,Other Crime
2020-12-11,04:44,Vasai,DRUG OFFENSE,48,F,Other Crime
2020-01-12,20:27,Bangalore,ROBBERY,28,M,Violent Crime
2020-01-12,10:35,Kanpur,KIDNAPPING,66,M,Other Crime
2020-01-12,12:16,Hyderabad,KIDNAPPING,11,M,Other Crime
2020-01-12,22:38,Mumbai,KIDNAPPING,26,M,Other Crime
2020-01-12,21:39,Lucknow,ASSAULT,70,F,Violent Crime
2020-01-12,00:35,Nagpur,HOMICIDE,27,F,Other Crime
2020-01-12,11:25,Ludhiana,ASSAULT,55,M,Violent Crime
2020-02-12,08:33,Jaipur,DOMESTIC VIOLENCE,33,F,Violent Crime
2020-02-12,05:03,Nashik,ROBBERY,10,F,Violent Crime
2020-02-12,14:46,Varanasi,HOMICIDE,20,F,Other Crime
2020-02-12,00:19,Jaipur,CYBERCRIME,64,M,Other Crime
2020-02-12,07:32,Surat,DRUG OFFENSE,53,F,Other Crime
2020-02-12,07:30,Patna,CYBERCRIME,56,F,Other Crime
2020-02-12,08:30,Nagpur,DOMESTIC VIOLENCE,32,M,Violent Crime
2020-02-12,05:35,Nagpur,DOMESTIC VIOLENCE,38,F,Violent Crime
2020-02-12,05:11,Ludhiana,VEHICLE - STOLEN,59,F,Violent Crime
2020-02-12,10:49,Patna,BURGLARY,73,F,Other Crime
2020-03-12,07:00,Ghaziabad,DOMESTIC VIOLENCE,39,F,Violent Crime
2020-03-12,06:44,Agra,SEXUAL ASSAULT,64,M,Violent Crime
2020-03-12,17:03,Ghaziabad,VEHICLE - STOLEN,54,M,Violent Crime
2020-03-12,01:14,Chennai,VEHICLE - STOLEN,44,F,Violent Crime
2020-03-12,04:53,Bangalore,DRUG OFFENSE,21,F,Other Crime
2020-03-12,19:19,Meerut,HOMICIDE,53,F,Other Crime
2020-03-12,20:02,Lucknow,VEHICLE - STOLEN,46,M,Violent Crime
2020-03-12,08:09,Mumbai,DRUG OFFENSE,23,F,Other Crime
2020-03-12,14:36,Bangalore,ROBBERY,48,F,Violent Crime
2020-03-12,21:10,Hyderabad,ASSAULT,69,F,Violent Crime
2020-04-12,22:47,Pune,DRUG OFFENSE,16,F,Other Crime
2020-04-12,12:30,Nashik,CYBERCRIME,71,M,Other Crime
2020-04-12,21:47,Bangalore,CYBERCRIME,44,F,Other Crime
2020-04-12,18:19,Hyderabad,KIDNAPPING,41,F,Other Crime
2020-04-12,00:19,Thane,HOMICIDE,40,M,Other Crime
2020-04-12,09:48,Pune,DOMESTIC VIOLENCE,32,F,Violent Crime
2020-04-12,03:15,Hyderabad,CYBERCRIME,20,F,Other Crime
2020-04-12,23:38,Indore,DRUG OFFENSE,54,F,Other Crime
2020-04-12,22:13,Delhi,ROBBERY,17,M,Violent Crime
2020-04-12,12:03,Surat,CYBERCRIME,27,M,Other Crime
2020-04-12,06:13,Nagpur,VEHICLE - STOLEN,51,F,Violent Crime
2020-04-12,01:58,Thane,HOMICIDE,22,M,Other Crime
2020-05-12,13:26,Lucknow,HOMICIDE,40,F,Other Crime
2020-05-12,03:50,Delhi,VEHICLE - STOLEN,49,F,Violent Crime
2020-05-12,18:21,Vasai,BURGLARY,63,F,Other Crime
2020-05-12,02:01,Hyderabad,BURGLARY,55,F,Other Crime
2020-05-12,15:58,Lucknow,KIDNAPPING,78,F,Other Crime
2020-05-12,21:10,Lucknow,DOMESTIC VIOLENCE,59,F,Violent Crime
2020-05-12,08:16,Kolkata,VEHICLE - STOLEN,60,F,Violent Crime
2020-05-12,17:55,Bangalore,VEHICLE - STOLEN,16,F,Violent Crime
2020-05-12,23:05,Indore,ROBBERY,35,M,Violent Crime
2020-05-12,13:19,Srinagar,HOMICIDE,37,M,Other Crime
2020-05-12,04:14,Lucknow,VEHICLE - STOLEN,51,F,Violent Crime
2020-05-12,10:47,Kolkata,KIDNAPPING,25,F,Other Crime
2020-05-12,05:24,Bangalore,VEHICLE - STOLEN,34,F,Violent Crime
2020-06-12,16:00,Ahmedabad,KIDNAPPING,70,F,Other Crime
2020-06-12,09:00,Hyderabad,ASSAULT,78,F,Violent Crime
2020-06-12,23:52,Kalyan,ASSAULT,24,F,Violent Crime
2020-06-12,10:30,Chennai,HOMICIDE,11,F,Other Crime
2020-06-12,02:24,Delhi,KIDNAPPING,38,F,Other Crime
2020-06-12,02:09,Delhi,DOMESTIC VIOLENCE,40,M,Violent Crime
2020-06-12,08:03,Ahmedabad,HOMICIDE,12,M,Other Crime
2020-06-12,22:28,Mumbai,ASSAULT,39,M,Violent Crime
2020-06-12,07:26,Delhi,KIDNAPPING,49,F,Other Crime
2020-06-12,21:47,Delhi,KIDNAPPING,69,F,Other Crime
2020-06-12,18:24,Ahmedabad,SEXUAL ASSAULT,32,M,Violent Crime
2020-06-12,19:44,Visakhapatnam,ASSAULT,57,M,Violent Crime
2020-06-12,08:07,Pune,BURGLARY,47,F,Other Crime
2020-07-12,03:20,Lucknow,DRUG OFFENSE,55,M,Other Crime
2020-07-12,01:14,Ahmedabad,HOMICIDE,17,M,Other Crime
2020-07-12,06:56,Bangalore,BURGLARY,77,F,Other Crime
2020-07-12,06:23,Hyderabad,KIDNAPPING,23,M,Other Crime
2020-07-12,00:52,Delhi,HOMICIDE,15,F,Other Crime
2020-07-12,01:18,Rajkot,CYBERCRIME,18,F,Other Crime
2020-07-12,23:35,Kolkata,CYBERCRIME,14,M,Other Crime
2020-07-12,05:07,Hyderabad,BURGLARY,39,M,Other Crime
2020-07-12,00:42,Delhi,BURGLARY,47,F,Other Crime
2020-07-12,02:32,Bangalore,ASSAULT,47,M,Violent Crime
2020-07-12,15:43,Surat,DOMESTIC VIOLENCE,45,F,Violent Crime
2020-07-12,07:05,Jaipur,HOMICIDE,26,F,Other Crime
2020-08-12,12:27,Pune,KIDNAPPING,55,M,Other Crime
2020-08-12,10:39,Chennai,DRUG OFFENSE,47,M,Other Crime
2020-08-12,06:18,Bangalore,ASSAULT,63,F,Violent Crime
2020-08-12,13:58,Kanpur,KIDNAPPING,63,M,Other Crime
2020-08-12,18:18,Hyderabad,HOMICIDE,71,F,Other Crime
2020-08-12,06:17,Bangalore,DOMESTIC VIOLENCE,46,F,Violent Crime
2020-08-12,04:05,Lucknow,VEHICLE - STOLEN,46,M,Violent Crime
2020-08-12,06:37,Indore,DRUG OFFENSE,73,M,Other Crime
2020-08-12,04:48,Hyderabad,ASSAULT,65,F,Violent Crime
2020-08-12,09:01,Delhi,SEXUAL ASSAULT,63,F,Violent Crime
2020-08-12,10:35,Hyderabad,SEXUAL ASSAULT,38,F,Violent Crime
2020-08-12,18:16,Chennai,ASSAULT,13,F,Violent Crime
2020-08-12,09:42,Delhi,CYBERCRIME,60,F,Other Crime
2020-08-12,11:55,Kanpur,DOMESTIC VIOLENCE,37,F,Violent Crime
2020-08-12,14:56,Indore,HOMICIDE,35,M,Other Crime
2020-09-12,08:38,Delhi,KIDNAPPING,16,M,Other Crime
2020-09-12,21:45,Bangalore,HOMICIDE,60,F,Other Crime
2020-09-12,14:27,Mumbai,DRUG OFFENSE,45,M,Other Crime
2020-09-12,00:04,Ahmedabad,HOMICIDE,51,F,Other Crime
2020-09-12,10:29,Bangalore,ROBBERY,68,F,Violent Crime
2020-09-12,15:30,Delhi,HOMICIDE,62,M,Other Crime
2020-09-12,09:08,Mumbai,SEXUAL ASSAULT,69,F,Violent Crime
2020-09-12,17:42,Nagpur,VEHICLE - STOLEN,31,F,Violent Crime
2020-09-12,16:56,Ludhiana,VEHICLE - STOLEN,38,F,Violent Crime
2020-09-12,13:01,Pune,SEXUAL ASSAULT,47,F,Violent Crime
2020-10-12,13:49,Bangalore,ROBBERY,71,M,Violent Crime
2020-10-12,15:43,Indore,BURGLARY,15,F,Other Crime
2020-10-12,14:32,Visakhapatnam,BURGLARY,25,M,Other Crime
2020-10-12,23:28,Kolkata,ROBBERY,27,F,Violent Crime
2020-10-12,22:03,Ahmedabad,ASSAULT,42,M,Violent Crime
2020-10-12,00:25,Kolkata,CYBERCRIME,34,M,Other Crime
2020-10-12,00:35,Hyderabad,ASSAULT,25,F,Violent Crime
2020-10-12,00:07,Indore,DRUG OFFENSE,40,F,Other Crime
2020-10-12,23:40,Patna,DOMESTIC VIOLENCE,35,F,Violent Crime
2020-10-12,12:15,Kalyan,HOMICIDE,10,F,Other Crime
2020-11-12,05:39,Hyderabad,SEXUAL ASSAULT,16,F,Violent Crime
2020-11-12,18:48,Delhi,ROBBERY,69,F,Violent Crime
2020-11-12,20:52,Bangalore,HOMICIDE,77,F,Other Crime
2020-11-12,14:02,Delhi,ASSAULT,41,F,Violent Crime
2020-11-12,09:38,Hyderabad,HOMICIDE,15,F,Other Crime
2020-11-12,04:58,Chennai,VEHICLE - STOLEN,61,M,Violent Crime
2020-11-12,08:54,Bangalore,HOMICIDE,23,F,Other Crime
2020-11-12,14:23,Vasai,DRUG OFFENSE,60,F,Other Crime
2020-11-12,03:53,Mumbai,SEXUAL ASSAULT,53,F,Violent Crime
2020-11-12,17:41,Mumbai,CYBERCRIME,40,F,Other Crime
2020-11-12,19:39,Srinagar,ROBBERY,11,F,Violent Crime
2020-11-12,00:16,Bangalore,VEHICLE - STOLEN,47,F,Violent Crime
2020-11-12,04:19,Hyderabad,VEHICLE - STOLEN,14,F,Violent Crime
2020-11-12,02:37,Nagpur,KIDNAPPING,33,F,Other Crime
2020-11-12,22:17,Bangalore,HOMICIDE,63,F,Other Crime
2020-12-12,16:20,Indore,ROBBERY,39,F,Violent Crime
2020-12-12,00:27,Lucknow,ROBBERY,40,F,Violent Crime
2020-12-12,16:07,Surat,ROBBERY,51,F,Violent Crime
2020-12-12,10:14,Chennai,CYBERCRIME,52,F,Other Crime
2020-12-12,06:13,Mumbai,SEXUAL ASSAULT,73,F,Violent Crime
2020-12-12,04:15,Hyderabad,ASSAULT,79,F,Violent Crime
2020-12-12,04:11,Nagpur,VEHICLE - STOLEN,26,F,Violent Crime
2020-12-12,14:57,Patna,DOMESTIC VIOLENCE,21,F,Violent Crime
2020-12-12,21:05,Ahmedabad,KIDNAPPING,13,M,Other Crime
2020-12-12,04:01,Hyderabad,CYBERCRIME,48,F,Other Crime
2020-12-12,09:19,Kolkata,SEXUAL ASSAULT,21,F,Violent Crime
2020-12-12,01:26,Chennai,HOMICIDE,36,M,Other Crime
2021-01-01,03:06,Thane,CYBERCRIME,26,M,Other Crime
2021-01-01,04:37,Hyderabad,HOMICIDE,26,F,Other Crime
2021-01-01,04:10,Thane,KIDNAPPING,61,F,Other Crime
2021-01-01,01:31,Delhi,BURGLARY,35,F,Other Crime
2021-01-01,12:14,Surat,ROBBERY,74,M,Violent Crime
2021-01-01,16:13,Ahmedabad,KIDNAPPING,43,F,Other Crime
2021-01-01,02:08,Lucknow,BURGLARY,47,F,Other Crime
2021-01-01,10:06,Lucknow,VEHICLE - STOLEN,42,M,Violent Crime
2021-01-01,09:57,Hyderabad,SEXUAL ASSAULT,20,F,Violent Crime
2021-01-01,11:03,Bhopal,KIDNAPPING,19,M,Other Crime
2021-01-01,21:38,Thane,DOMESTIC VIOLENCE,34,F,Violent Crime
2021-02-01,13:54,Mumbai,BURGLARY,77,F,Other Crime
2021-02-01,14:56,Delhi,CYBERCRIME,33,F,Other Crime
2021-02-01,19:55,Chennai,KIDNAPPING,50,F,Other Crime
2021-02-01,07:31,Mumbai,KIDNAPPING,48,M,Other Crime
2021-02-01,14:57,Meerut,BURGLARY,38,M,Other Crime
2021-02-01,07:51,Indore,BURGLARY,67,M,Other Crime
2021-02-01,05:49,Chennai,KIDNAPPING,11,F,Other Crime
2021-02-01,10:48,Hyderabad,ROBBERY,57,M,Violent Crime
2021-02-01,11:14,Pune,SEXUAL ASSAULT,38,M,Violent Crime
2021-02-01,07:18,Patna,ROBBERY,71,M,Violent Crime
2021-02-01,20:31,Mumbai,HOMICIDE,33,F,Other Crime
2021-02-01,16:01,Varanasi,VEHICLE - STOLEN,28,F,Violent Crime
2021-03-01,00:08,Chennai,ROBBERY,22,F,Violent Crime
2021-03-01,12:27,Ahmedabad,BURGLARY,71,M,Other Crime
2021-03-01,22:04,Hyderabad,ASSAULT,11,F,Violent Crime
2021-03-01,11:12,Kolkata,SEXUAL ASSAULT,53,F,Violent Crime
2021-03-01,05:28,Delhi,DOMESTIC VIOLENCE,59,F,Violent Crime
2021-03-01,20:15,Mumbai,ASSAULT,74,F,Violent Crime
2021-03-01,11:09,Hyderabad,DOMESTIC VIOLENCE,28,F,Violent Crime
2021-03-01,11:23,Ludhiana,DRUG OFFENSE,73,M,Other Crime
2021-03-01,14:41,Ahmedabad,KIDNAPPING,46,F,Other Crime
2021-03-01,06:40,Patna,SEXUAL ASSAULT,67,F,Violent Crime
2021-03-01,17:57,Nashik,DRUG OFFENSE,35,M,Other Crime
2021-03-01,13:21,Pune,KIDNAPPING,19,M,Other Crime
2021-03-01,15:55,Pune,HOMICIDE,39,F,Other Crime
2021-04-01,22:38,Hyderabad,BURGLARY,37,M,Other Crime
2021-04-01,13:17,Mumbai,SEXUAL ASSAULT,47,M,Violent Crime
2021-04-01,04:43,Meerut,HOMICIDE,21,F,Other Crime
2021-04-01,02:17,Bangalore,ROBBERY,13,F,Violent Crime
2021-04-01,10:28,Hyderabad,VEHICLE - STOLEN,40,F,Violent Crime
2021-04-01,01:39,Ghaziabad,SEXUAL ASSAULT,17,F,Violent Crime
2021-04-01,21:57,Mumbai,ROBBERY,74,F,Violent Crime
2021-04-01,06:14,Patna,SEXUAL ASSAULT,73,F,Violent Crime
2021-05-01,06:08,Patna,ASSAULT,25,F,Violent Crime
2021-05-01,07:02,Vasai,CYBERCRIME,63,F,Other Crime
2021-05-01,08:59,Hyderabad,DOMESTIC VIOLENCE,77,F,Violent Crime
2021-05-01,20:10,Bangalore,SEXUAL ASSAULT,34,F,Violent Crime
2021-05-01,12:13,Hyderabad,HOMICIDE,72,F,Other Crime
2021-05-01,05:38,Hyderabad,KIDNAPPING,62,F,Other Crime
2021-05-01,17:52,Pune,ROBBERY,12,M,Violent Crime
2021-05-01,04:14,Delhi,DOMESTIC VIOLENCE,47,F,Violent Crime
2021-06-01,10:54,Chennai,KIDNAPPING,69,F,Other Crime
2021-06-01,06:29,Mumbai,DRUG OFFENSE,10,F,Other Crime
2021-06-01,14:16,Bhopal,HOMICIDE,79,M,Other Crime
2021-06-01,05:17,Hyderabad,HOMICIDE,57,M,Other Crime
2021-06-01,03:07,Delhi,DRUG OFFENSE,27,F,Other Crime
2021-06-01,20:04,Nagpur,VEHICLE - STOLEN,55,F,Violent Crime
2021-06-01,03:09,Meerut,SEXUAL ASSAULT,12,F,Violent Crime
2021-07-01,11:32,Delhi,DRUG OFFENSE,38,M,Other Crime
2021-07-01,05:31,Kalyan,ROBBERY,22,F,Violent Crime
2021-07-01,01:55,Rajkot,KIDNAPPING,26,F,Other Crime
2021-07-01,09:36,Kolkata,HOMICIDE,54,F,Other Crime
2021-07-01,21:24,Kolkata,SEXUAL ASSAULT,42,F,Violent Crime
2021-07-01,17:27,Hyderabad,CYBERCRIME,15,M,Other Crime
2021-07-01,09:32,Bangalore,VEHICLE - STOLEN,69,M,Violent Crime
2021-07-01,16:43,Delhi,SEXUAL ASSAULT,65,M,Violent Crime
2021-07-01,00:26,Delhi,SEXUAL ASSAULT,66,F,Violent Crime
2021-07-01,12:53,Bangalore,BURGLARY,51,F,Other Crime
2021-07-01,18:46,Bangalore,DRUG OFFENSE,33,M,Other Crime
2021-07-01,04:30,Mumbai,DOMESTIC VIOLENCE,76,M,Violent Crime
2021-07-01,23:59,Kanpur,DOMESTIC VIOLENCE,21,F,Violent Crime
2021-07-01,09:15,Kolkata,VEHICLE - STOLEN,14,M,Violent Crime
2021-07-01,03:05,Nagpur,SEXUAL ASSAULT,40,F,Violent Crime
2021-08-01,21:36,Nagpur,DRUG OFFENSE,44,F,Other Crime
2021-08-01,10:18,Bangalore,ASSAULT,73,F,Violent Crime
2021-08-01,01:02,Mumbai,SEXUAL ASSAULT,47,M,Violent Crime
2021-08-01,01:58,Lucknow,SEXUAL ASSAULT,72,F,Violent Crime
2021-08-01,07:39,Mumbai,DRUG OFFENSE,48,F,Other Crime
2021-08-01,20:17,Bangalore,ROBBERY,58,M,Violent Crime
2021-08-01,09:14,Pune,CYBERCRIME,78,F,Other Crime
2021-08-01,03:12,Chennai,ASSAULT,15,M,Violent Crime
2021-08-01,18:06,Delhi,DRUG OFFENSE,18,F,Other Crime
2021-08-01,22:23,Hyderabad,DRUG OFFENSE,15,M,Other Crime
2021-08-01,08:45,Kanpur,DRUG OFFENSE,75,F,Other Crime
2021-09-01,20:12,Rajkot,DRUG OFFENSE,16,M,Other Crime
2021-09-01,11:51,Hyderabad,ASSAULT,58,F,Violent Crime
2021-09-01,17:35,Chennai,ROBBERY,61,F,Violent Crime
2021-09-01,11:53,Bangalore,ROBBERY,42,F,Violent Crime
2021-09-01,09:14,Nagpur,CYBERCRIME,48,F,Other Crime
2021-09-01,20:41,Mumbai,VEHICLE - STOLEN,52,F,Violent Crime
2021-09-01,17:14,Nagpur,DRUG OFFENSE,49,F,Other Crime
2021-09-01,20:10,Ghaziabad,KIDNAPPING,64,M,Other Crime
2021-09-01,09:00,Kolkata,KIDNAPPING,51,F,Other Crime
2021-09-01,18:54,Jaipur,KIDNAPPING,34,F,Other Crime
2021-09-01,06:23,Srinagar,CYBERCRIME,16,F,Other Crime
2021-09-01,03:54,Mumbai,KIDNAPPING,42,F,Other Crime
2021-10-01,20:09,Delhi,CYBERCRIME,19,M,Other Crime
2021-10-01,11:15,Bangalore,DRUG OFFENSE,76,M,Other Crime
2021-10-01,04:02,Delhi,SEXUAL ASSAULT,13,F,Violent Crime
2021-10-01,14:34,Delhi,DRUG OFFENSE,55,F,Other Crime
2021-10-01,22:35,Hyderabad,ROBBERY,42,M,Violent Crime
2021-10-01,17:24,Visakhapatnam,VEHICLE - STOLEN,10,M,Violent Crime
2021-10-01,09:43,Indore,BURGLARY,52,M,Other Crime
2021-10-01,11:37,Ghaziabad,SEXUAL ASSAULT,78,F,Violent Crime
2021-10-01,05:20,Lucknow,VEHICLE - STOLEN,59,F,Violent Crime
2021-10-01,11:01,Pune,ASSAULT,59,F,Violent Crime
2021-10-01,06:14,Delhi,DRUG OFFENSE,29,M,Other Crime
2021-11-01,00:00,Bangalore,BURGLARY,74,M,Other Crime
2021-11-01,15:56,Delhi,ROBBERY,18,F,Violent Crime
2021-11-01,07:34,Lucknow,DRUG OFFENSE,28,F,Other Crime
2021-11-01,03:20,Bangalore,SEXUAL ASSAULT,25,M,Violent Crime
2021-11-01,02:43,Chennai,ROBBERY,28,F,Violent Crime
2021-11-01,01:12,Ghaziabad,VEHICLE - STOLEN,62,M,Violent Crime
2021-11-01,13:02,Kolkata,HOMICIDE,11,F,Other Crime
2021-11-01,22:32,Delhi,KIDNAPPING,73,M,Other Crime
2021-11-01,15:53,Hyderabad,HOMICIDE,33,F,Other Crime
2021-11-01,02:40,Nashik,SEXUAL ASSAULT,35,F,Violent Crime
2021-11-01,05:55,Nagpur,ASSAULT,15,F,Violent Crime
2021-11-01,08:14,Jaipur,KIDNAPPING,57,F,Other Crime
2021-11-01,23:57,Surat,BURGLARY,68,F,Other Crime
2021-11-01,03:41,Lucknow,DOMESTIC VIOLENCE,30,M,Violent Crime
2021-12-01,02:25,Chennai,KIDNAPPING,25,F,Other Crime
2021-12-01,19:47,Thane,SEXUAL ASSAULT,25,F,Violent Crime
2021-12-01,07:49,Bangalore,ASSAULT,23,F,Violent Crime
2021-12-01,01:52,Kanpur,VEHICLE - STOLEN,23,M,Violent Crime
2021-12-01,07:01,Varanasi,VEHICLE - STOLEN,48,F,Violent Crime
2021-12-01,23:23,Pune,VEHICLE - STOLEN,50,M,Violent Crime
2021-12-01,14:58,Patna,CYBERCRIME,15,F,Other Crime
2021-12-01,05:48,Pune,HOMICIDE,72,F,Other Crime
2021-12-01,16:47,Delhi,KIDNAPPING,70,F,Other Crime
2021-12-01,00:13,Mumbai,CYBERCRIME,24,M,Other Crime
2021-12-01,10:31,Pune,ASSAULT,78,F,Violent Crime
2021-12-01,15:27,Ahmedabad,DOMESTIC VIOLENCE,49,F,Violent Crime
2021-12-01,16:24,Chennai,VEHICLE - STOLEN,52,F,Violent Crime
2021-01-02,12:51,Indore,DOMESTIC VIOLENCE,48,F,Violent Crime
2021-01-02,19:00,Bangalore,HOMICIDE,56,F,Other Crime
2021-01-02,21:04,Mumbai,HOMICIDE,50,F,Other Crime
2021-01-02,17:57,Delhi,DOMESTIC VIOLENCE,70,M,Violent Crime
2021-01-02,03:59,Bangalore,ASSAULT,54,F,Violent Crime
2021-01-02,18:20,Pune,VEHICLE - STOLEN,48,F,Violent Crime
2021-01-02,12:07,Pune,DOMESTIC VIOLENCE,76,M,Violent Crime
2021-01-02,07:39,Mumbai,ASSAULT,73,M,Violent Crime
2021-01-02,13:06,Kolkata,ASSAULT,59,F,Violent Crime
2021-01-02,11:43,Delhi,HOMICIDE,66,F,Other Crime
2021-01-02,01:34,Surat,SEXUAL ASSAULT,47,F,Violent Crime
2021-02-02,17:56,Indore,DOMESTIC VIOLENCE,50,F,Violent Crime
2021-02-02,03:49,Hyderabad,VEHICLE - STOLEN,41,F,Violent Crime
2021-02-02,05:59,Kolkata,KIDNAPPING,60,F,Other Crime
2021-02-02,00:33,Mumbai,DRUG OFFENSE,33,F,Other Crime
2021-02-02,17:30,Ghaziabad,HOMICIDE,16,M,Other Crime
2021-02-02,12:25,Bangalore,DRUG OFFENSE,60,F,Other Crime
2021-02-02,00:21,Mumbai,CYBERCRIME,32,M,Other Crime
2021-02-02,06:59,Ahmedabad,KIDNAPPING,16,F,Other Crime
2021-03-02,07:04,Hyderabad,DRUG OFFENSE,66,F,Other Crime
2021-03-02,22:50,Mumbai,DRUG OFFENSE,43,F,Other Crime
2021-03-02,12:27,Delhi,BURGLARY,61,F,Other Crime
2021-03-02,09:06,Kolkata,DOMESTIC VIOLENCE,46,M,Violent Crime
2021-03-02,03:45,Mumbai,HOMICIDE,44,F,Other Crime
2021-03-02,22:37,Jaipur,BURGLARY,66,F,Other Crime
2021-03-02,12:24,Bangalore,ASSAULT,35,M,Violent Crime
2021-03-02,03:17,Mumbai,KIDNAPPING,29,F,Other Crime
2021-03-02,09:53,Kolkata,CYBERCRIME,48,M,Other Crime
2021-03-02,18:40,Bangalore,HOMICIDE,11,F,Other Crime
2021-03-02,18:16,Bangalore,HOMICIDE,70,M,Other Crime
2021-04-02,10:29,Bangalore,HOMICIDE,49,M,Other Crime
2021-04-02,22:15,Ahmedabad,DOMESTIC VIOLENCE,36,F,Violent Crime
2021-04-02,11:32,Faridabad,CYBERCRIME,12,F,Other Crime
2021-04-02,21:55,Delhi,VEHICLE - STOLEN,48,F,Violent Crime
2021-04-02,23:07,Vasai,SEXUAL ASSAULT,59,F,Violent Crime
2021-04-02,20:41,Indore,CYBERCRIME,22,M,Other Crime
2021-04-02,16:09,Ghaziabad,DRUG OFFENSE,13,F,Other Crime
2021-04-02,17:23,Kolkata,ASSAULT,25,F,Violent Crime
2021-04-02,13:12,Delhi,SEXUAL ASSAULT,42,F,Violent Crime
2021-04-02,16:09,Rajkot,BURGLARY,52,M,Other Crime
2021-04-02,13:13,Mumbai,DRUG OFFENSE,37,F,Other Crime
2021-04-02,02:47,Kolkata,DRUG OFFENSE,64,M,Other Crime
2021-04-02,04:43,Visakhapatnam,BURGLARY,58,F,Other Crime
2021-05-02,21:11,Bangalore,ROBBERY,48,F,Violent Crime
2021-05-02,12:33,Visakhapatnam,SEXUAL ASSAULT,16,F,Violent Crime
2021-05-02,06:22,Surat,SEXUAL ASSAULT,66,F,Violent Crime
2021-05-02,07:33,Hyderabad,DRUG OFFENSE,21,M,Other Crime
2021-05-02,07:03,Delhi,BURGLARY,13,M,Other Crime
2021-05-02,04:57,Pune,CYBERCRIME,51,F,Other Crime
2021-05-02,23:19,Delhi,VEHICLE - STOLEN,43,M,Violent Crime
2021-05-02,14:37,Kanpur,SEXUAL ASSAULT,12,F,Violent Crime
2021-05-02,03:11,Bangalore,VEHICLE - STOLEN,40,M,Violent Crime
2021-06-02,20:11,Thane,VEHICLE - STOLEN,21,F,Violent Crime
2021-06-02,12:14,Hyderabad,CYBERCRIME,30,M,Other Crime
2021-06-02,02:06,Chennai,DOMESTIC VIOLENCE,16,M,Violent Crime
2021-06-02,05:37,Bangalore,SEXUAL ASSAULT,47,M,Violent Crime
2021-06-02,10:19,Nashik,DRUG OFFENSE,17,F,Other Crime
2021-06-02,02:12,Lucknow,KIDNAPPING,50,F,Other Crime
2021-06-02,21:29,Rajkot,DRUG OFFENSE,69,M,Other Crime
2021-06-02,19:31,Varanasi,DOMESTIC VIOLENCE,22,F,Violent Crime
